Code Famille de métier,Code ROME,Correspondance NAF,Libellé domaines professionnels,Libellé Famille de métier ,Libellé Métiers,Libellé ROME,Sum of OGR,Code Domaines professionnels
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Correspondant / Correspondante de quartier,Médiation sociale et facilitation de la vie en société,13750,K
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Intervenant / Intervenante de proximité,Médiation sociale et facilitation de la vie en société,16051,K
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur / Médiatrice adulte relais,Médiation sociale et facilitation de la vie en société,10319,K
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur / Médiatrice de ville,Médiation sociale et facilitation de la vie en société,16603,K
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur interculturel / Médiatrice interculturelle,Médiation sociale et facilitation de la vie en société,16605,K
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur social / Médiatrice sociale en milieu scolaire,Médiation sociale et facilitation de la vie en société,38621,K
K12,K1204,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur social et culturel / Médiatrice sociale et culturelle,Médiation sociale et facilitation de la vie en société,16608,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Agent / Agente d'accueil et d'information sociale,Information sociale,10373,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Agent / Agente d'accueil social,Information sociale,10374,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée de projet en éducation pour la santé,Information sociale,11846,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée d'éducation pour la santé,Information sociale,11875,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée d'information de planning familial,Information sociale,11928,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée d'information des droits des femmes,Information sociale,11929,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée d'information jeunesse,Information sociale,11930,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée d'information juridique et sociale,Information sociale,11931,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle","Chargé / Chargée d'information, de médiation sociale/médicosociale",Information sociale,11932,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Conseiller / Conseillère en génétique,Information sociale,13424,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Écoutant social / Écoutante sociale,Information sociale,14573,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Écoutant social coordinateur / Écoutante sociale coordinatrice,Information sociale,14574,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Écoutant social référent / Écoutante sociale référente,Information sociale,14575,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Interface de communication,Information sociale,200203,K
K12,K1205,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur administratif / Médiatrice administrative,Information sociale,16601,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice d'activités sociales et de vie locale,Intervention socioculturelle,10984,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice de chantier de jeunes bénévoles,Intervention socioculturelle,11002,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice de chantier international de jeunes bénévoles,Intervention socioculturelle,11003,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice de convivialité en structure d'accueil,Intervention socioculturelle,11009,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice de foyer rural,Intervention socioculturelle,11017,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice de quartier,Intervention socioculturelle,11028,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur / Animatrice de régie de quartier,Intervention socioculturelle,11029,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur coordonnateur / Animatrice coordonnatrice d'activités du troisième âge,Intervention socioculturelle,10977,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur coordonnateur / Animatrice coordonnatrice d'activités jeunesse,Intervention socioculturelle,10978,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur social / Animatrice sociale en foyer d'hébergement,Intervention socioculturelle,11064,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur socioculturel / Animatrice socioculturelle,Intervention socioculturelle,11065,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Animateur socioéducatif / Animatrice socioéducative,Intervention socioculturelle,11066,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Chargé / Chargée d'animation de projets éducatifs de quartier,Intervention socioculturelle,11763,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Coordinateur social / Coordinatrice sociale de quartier,Intervention socioculturelle,13697,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Coordinateur socioculturel / Coordinatrice socioculturelle,Intervention socioculturelle,38504,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Directeur / Directrice de centre culturel,Intervention socioculturelle,14220,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Directeur / Directrice de centre socioculturel,Intervention socioculturelle,14236,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Directeur / Directrice de maison des jeunes et de la culture,Intervention socioculturelle,14293,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Directeur / Directrice de régie de quartier,Intervention socioculturelle,14319,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Médiateur culturel / Médiatrice culturelle auprès de personnes handicapées,Intervention socioculturelle,38583,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Responsable de foyer rural,Intervention socioculturelle,18713,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Responsable de maison de quartier,Intervention socioculturelle,18791,K
K12,K1206,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Technicien / Technicienne de l'animation socioculturelle,Intervention socioculturelle,19808,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Conseiller / Conseillère d'Insertion et de Probation -CIP-,Intervention socioéducative,13398,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Coordonnateur / Coordonnatrice de projet socioéducatif,Intervention socioéducative,13707,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur / Éducatrice chef de service socioéducatif,Intervention socioéducative,14583,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur / Éducatrice de la protection judiciaire de la jeunesse,Intervention socioéducative,14591,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur / Éducatrice en milieu ouvert,Intervention socioéducative,14593,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur socioéducatif / Éducatrice socioéducative,Intervention socioéducative,14596,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur spécialisé / Éducatrice spécialisée,Intervention socioéducative,14597,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur spécialisé / Éducatrice spécialisée de prévention,Intervention socioéducative,14598,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur spécialisé / Éducatrice spécialisée de rue,Intervention socioéducative,14599,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Éducateur spécialisé / Éducatrice spécialisée en milieu ouvert,Intervention socioéducative,14600,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Élève éducateur socioéducatif / éducatrice socioéducative,Intervention socioéducative,14682,K
K12,K1207,,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",Moniteur éducateur / Monitrice éducatrice,Intervention socioéducative,16740,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accompagnant éducatif et social / Accompagnante éducative et sociale en structure collective,Accompagnement médicosocial,140948,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accompagnateur médicosocial / Accompagnatrice médicosociale,Accompagnement médicosocial,10219,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accompagnateur médicosocial / Accompagnatrice médicosociale d'activités de la vie journalière,Accompagnement médicosocial,10220,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accompagnateur médicosocial / Accompagnatrice médicosociale de personnes dépendantes,Accompagnement médicosocial,10221,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accompagnateur médicosocial / Accompagnatrice médicosociale de personnes en post-cure,Accompagnement médicosocial,10222,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide médico-psychologique,Accompagnement médicosocial,10856,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante de soins en gérontologie,Accompagnement médicosocial,38389,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire d'Intégration Scolaire -AIS-,Accompagnement médicosocial,11457,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Avéjiste,Accompagnement médicosocial,11466,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Éducateur / Éducatrice en locomotion,Accompagnement médicosocial,14592,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Instructeur / Instructrice en locomotion,Accompagnement médicosocial,16017,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Intervenant / Intervenante en accompagnement médicosocial,Accompagnement médicosocial,16053,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Rééducateur / Rééducatrice en autonomie de la vie journalière,Accompagnement médicosocial,18391,K
K13,K1301,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Rééducateur / Rééducatrice en locomotion,Accompagnement médicosocial,18392,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accompagnant éducatif et social / Accompagnante éducative et sociale à domicile,Assistance auprès d'adultes,140949,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accueillant familial / Accueillante familiale auprès d'adultes,Assistance auprès d'adultes,10237,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes,Assistance auprès d'adultes,10239,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide aux personnes âgées,Assistance auprès d'adultes,10816,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante de convivialité à domicile,Assistance auprès d'adultes,11225,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante de vie,Assistance auprès d'adultes,11255,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante de vie auprès de personnes âgées,Assistance auprès d'adultes,11256,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante de vie auprès de personnes handicapées,Assistance auprès d'adultes,11257,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante de vie dépendance,Assistance auprès d'adultes,38087,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire de gériatrie,Assistance auprès d'adultes,11446,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire de gérontologie,Assistance auprès d'adultes,11447,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire de vie,Assistance auprès d'adultes,11453,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire de Vie Sociale -AVS-,Assistance auprès d'adultes,11456,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire familiale,Assistance auprès d'adultes,11459,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire familiale et sanitaire,Assistance auprès d'adultes,11460,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé / Employée à domicile auprès d'adultes,Assistance auprès d'adultes,14747,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé familial / Employée familiale auprès d'adultes,Assistance auprès d'adultes,14807,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Garde-malade,Assistance auprès d'adultes,15207,K
K13,K1302,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Monsieur / Dame de compagnie,Assistance auprès d'adultes,16750,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accueillant familial / Accueillante familiale auprès d'enfants,Assistance auprès d'enfants,10238,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Accueillant familial / Accueillante familiale thérapeutique auprès d'enfants,Assistance auprès d'enfants,10240,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Agent spécialisé / Agente spécialisée des écoles maternelles -ASEM-,Assistance auprès d'enfants,10756,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Agent spécialisé / Agente spécialisée des écoles primaires,Assistance auprès d'enfants,10757,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide maternel / maternelle de crèche - halte-garderie,Assistance auprès d'enfants,38633,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide maternel / maternelle d'école,Assistance auprès d'enfants,10854,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant / Assistante accueil petite enfance,Assistance auprès d'enfants,11180,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant familial / Assistante familiale,Assistance auprès d'enfants,11287,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant maternel / Assistante maternelle,Assistance auprès d'enfants,11304,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant maternel / Assistante maternelle à domicile,Assistance auprès d'enfants,11305,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant maternel / Assistante maternelle du particulier employeur,Assistance auprès d'enfants,11306,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant maternel / Assistante maternelle en famille d'accueil,Assistance auprès d'enfants,11307,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Assistant maternel agréé / Assistante maternelle agréée,Assistance auprès d'enfants,38088,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire de vie sociale auprès d'enfants,Assistance auprès d'enfants,11455,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Auxiliaire parental / parentale,Assistance auprès d'enfants,11462,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Baby-sitter,Assistance auprès d'enfants,11480,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Éducateur familial / Éducatrice familiale,Assistance auprès d'enfants,14594,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé / Employée au pair,Assistance auprès d'enfants,14750,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé familial / Employée familiale auprès d'enfants,Assistance auprès d'enfants,14804,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Garde d'enfant à domicile,Assistance auprès d'enfants,15196,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Gouvernant / Gouvernante d'enfant à domicile,Assistance auprès d'enfants,15383,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Maître / Maîtresse de maison d'enfants,Assistance auprès d'enfants,16326,K
K13,K1303,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Nourrice,Assistance auprès d'enfants,16999,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Agent / Agente à domicile,Services domestiques,10348,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide à domicile,Services domestiques,10805,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide familial / familiale,Services domestiques,10846,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Aide ménager / ménagère à domicile,Services domestiques,10857,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé / Employée de maison,Services domestiques,14771,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé / Employée de ménage,Services domestiques,14774,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé familial / Employée familiale de maison,Services domestiques,14805,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Employé familial polyvalent / Employée familiale polyvalente,Services domestiques,14806,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Gouvernant / Gouvernante à domicile,Services domestiques,15382,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Gouvernant / Gouvernante d'intérieur,Services domestiques,15386,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Intervenant familial / Intervenante familiale de maison,Services domestiques,16064,K
K13,K1304,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Majordome,Services domestiques,16327,K
K13,K1305,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Gouvernant / Gouvernante en maison de retraite,Intervention sociale et familiale,15389,K
K13,K1305,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Maître / Maîtresse de maison dans une unité de vie pour personnes âgées,Intervention sociale et familiale,28984,K
K13,K1305,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Maître / Maîtresse de maison de retraite,Intervention sociale et familiale,16325,K
K13,K1305,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Maître / Maîtresse de maison d'établissement à caractère social,Intervention sociale et familiale,28966,K
K13,K1305,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Maître / Maîtresse de maison familiale,Intervention sociale et familiale,28965,K
K13,K1305,,Services à la personne et à la collectivité,Aide à la vie quotidienne,Technicien / Technicienne Intervention Sociale et Familiale -TISF-,Intervention sociale et familiale,20174,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Cadre de direction des services centraux de l'Administration,Conception et pilotage de la politique des pouvoirs publics,11625,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Cadre dirigeant / dirigeante d'administration centrale,Conception et pilotage de la politique des pouvoirs publics,11631,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Cadre dirigeant / dirigeante d'un service territorial,Conception et pilotage de la politique des pouvoirs publics,11632,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice des services déconcentrés de l'Administration,Conception et pilotage de la politique des pouvoirs publics,14379,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur départemental / Directrice départementale des services déconcentrés de l'État,Conception et pilotage de la politique des pouvoirs publics,14355,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur régional / Directrice régionale des services déconcentrés de l'État,Conception et pilotage de la politique des pouvoirs publics,14468,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Inspecteur général / Inspectrice générale de l'Administration,Conception et pilotage de la politique des pouvoirs publics,15980,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Responsable d'un service déconcentré de l'État,Conception et pilotage de la politique des pouvoirs publics,19035,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Responsable sectoriel / sectorielle de la fonction publique,Conception et pilotage de la politique des pouvoirs publics,19173,K
K14,K1401,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Secrétaire général / générale de ministère,Conception et pilotage de la politique des pouvoirs publics,19391,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Chirurgien-dentiste / Chirurgienne-dentiste conseil,Conseil en Santé Publique,12627,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Contrôleur général / Contrôleuse générale des services vétérinaires,Conseil en Santé Publique,13641,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Délégué / Déléguée de l'Assurance Maladie - DAM,Conseil en Santé Publique,38420,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Dentiste conseil,Conseil en Santé Publique,13961,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Inspecteur / Inspectrice de Santé Publique Vétérinaire -ISPV-,Conseil en Santé Publique,15954,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Médecin conseil,Conseil en Santé Publique,16565,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Médecin des services communaux d'hygiène,Conseil en Santé Publique,16574,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Médecin des services communaux d'hygiène et de la santé,Conseil en Santé Publique,16575,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Médecin inspecteur de la santé,Conseil en Santé Publique,16585,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Médecin Inspecteur de Santé Publique -MISP-,Conseil en Santé Publique,16586,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Pharmacien / Pharmacienne conseil,Conseil en Santé Publique,17681,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Pharmacien inspecteur / Pharmacienne inspectrice de la santé,Conseil en Santé Publique,17688,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Pharmacien Inspecteur / Pharmacienne Inspectrice de Santé Publique -PhISP-,Conseil en Santé Publique,17689,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Pharmacien spécialisé / Pharmacienne spécialisée en législation pharmaceutique,Conseil en Santé Publique,17692,K
K14,K1402,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Praticien / Praticienne de santé publique,Conseil en Santé Publique,17959,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Chef de centre de détention pénitentiaire,"Management de structure de santé, sociale ou pénitentiaire",12084,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Chef de service socioéducatif,"Management de structure de santé, sociale ou pénitentiaire",38657,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Chef d'établissement pénitentiaire,"Management de structure de santé, sociale ou pénitentiaire",12508,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de centre hospitalier,"Management de structure de santé, sociale ou pénitentiaire",14229,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de centre hospitalier régional,"Management de structure de santé, sociale ou pénitentiaire",14230,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de centre hospitalier spécialisé,"Management de structure de santé, sociale ou pénitentiaire",14231,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de Centre Hospitalier Universitaire -CHU-,"Management de structure de santé, sociale ou pénitentiaire",14232,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de centre médico thermal,"Management de structure de santé, sociale ou pénitentiaire",14233,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de centre rééducation et réadaptation fonctionnelle,"Management de structure de santé, sociale ou pénitentiaire",14235,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de clinique,"Management de structure de santé, sociale ou pénitentiaire",14240,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de foyer d'hébergement social,"Management de structure de santé, sociale ou pénitentiaire",14257,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de maison d'accueil spécialisée,"Management de structure de santé, sociale ou pénitentiaire",14291,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de maison de retraite,"Management de structure de santé, sociale ou pénitentiaire",14292,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de maison maternelle,"Management de structure de santé, sociale ou pénitentiaire",14294,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de polyclinique,"Management de structure de santé, sociale ou pénitentiaire",14303,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice de structure d'hébergement et de réadaptation sociale,"Management de structure de santé, sociale ou pénitentiaire",14331,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice d'entreprise ou de Service d'Aide par le Travail -ESAT-,"Management de structure de santé, sociale ou pénitentiaire",14354,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice des services pénitentiaires d'insertion et de probation -DSPIP-,"Management de structure de santé, sociale ou pénitentiaire",14383,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice d'établissement à caractère social,"Management de structure de santé, sociale ou pénitentiaire",14391,K
K14,K1403,,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,Directeur / Directrice d'établissement de protection de la jeunesse,"Management de structure de santé, sociale ou pénitentiaire",14393,K
