Code ROME,Division NAF,Division NAF avec libellé,Division NAF ROME,Label ROME
F1202,42,42 - Génie civil,42 -F1202,Direction de chantier du BTP
F1202,43,43 - Travaux de construction spécialisés,43 -F1202,Direction de chantier du BTP
F1202,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -F1202,Direction de chantier du BTP
F1203,05,05 - Extraction de houille et de lignite,05 -F1203,Direction et ingénierie d'exploitation de gisements et de carrières
F1203,06,06 - Extraction d'hydrocarbures,06 -F1203,Direction et ingénierie d'exploitation de gisements et de carrières
F1203,07,07 - Extraction de minerais métalliques,07 -F1203,Direction et ingénierie d'exploitation de gisements et de carrières
F1203,08,08 - Autres industries extractives,08 -F1203,Direction et ingénierie d'exploitation de gisements et de carrières
F1203,09,09 - Services de soutien aux industries extractives,09 -F1203,Direction et ingénierie d'exploitation de gisements et de carrières
F1204,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -F1204,Sécurité et protection santé du BTP
F1301,42,42 - Génie civil,42 -F1301,Conduite de grue
F1301,43,43 - Travaux de construction spécialisés,43 -F1301,Conduite de grue
F1301,52,52 - Entreposage et services auxiliaires des transports,52 -F1301,Conduite de grue
F1302,05,05 - Extraction de houille et de lignite,05 -F1302,Conduite d'engins de terrassement et de carrière
F1302,06,06 - Extraction d'hydrocarbures,06 -F1302,Conduite d'engins de terrassement et de carrière
F1302,07,07 - Extraction de minerais métalliques,07 -F1302,Conduite d'engins de terrassement et de carrière
F1302,08,08 - Autres industries extractives,08 -F1302,Conduite d'engins de terrassement et de carrière
F1302,09,09 - Services de soutien aux industries extractives,09 -F1302,Conduite d'engins de terrassement et de carrière
F1302,42,42 - Génie civil,42 -F1302,Conduite d'engins de terrassement et de carrière
F1302,43,43 - Travaux de construction spécialisés,43 -F1302,Conduite d'engins de terrassement et de carrière
F1401,06,06 - Extraction d'hydrocarbures,06 -F1401,Extraction liquide et gazeuse
F1401,09,09 - Services de soutien aux industries extractives,09 -F1401,Extraction liquide et gazeuse
F1402,05,05 - Extraction de houille et de lignite,05 -F1402,Extraction solide
F1402,07,07 - Extraction de minerais métalliques,07 -F1402,Extraction solide
F1402,08,08 - Autres industries extractives,08 -F1402,Extraction solide
F1402,09,09 - Services de soutien aux industries extractives,09 -F1402,Extraction solide
F1501,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -F1501,Montage de structures et de charpentes bois
F1501,42,42 - Génie civil,42 -F1501,Montage de structures et de charpentes bois
F1501,43,43 - Travaux de construction spécialisés,43 -F1501,Montage de structures et de charpentes bois
F1501,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -F1501,Montage de structures et de charpentes bois
F1502,43,43 - Travaux de construction spécialisés,43 -F1502,Montage de structures métalliques
F1502,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -F1502,Montage de structures métalliques
F1503,30,30 - Fabrication d'autres matériels de transport,30 -F1503,Réalisation - installation d'ossatures bois
F1503,43,43 - Travaux de construction spécialisés,43 -F1503,Réalisation - installation d'ossatures bois
F1601,43,43 - Travaux de construction spécialisés,43 -F1601,"Application et décoration en plâtre, stuc et staff"
F1601,90,"90 - Activités créatives, artistiques et de spectacle",90 -F1601,"Application et décoration en plâtre, stuc et staff"
F1601,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -F1601,"Application et décoration en plâtre, stuc et staff"
F1602,43,43 - Travaux de construction spécialisés,43 -F1602,électricité bâtiment
F1602,90,"90 - Activités créatives, artistiques et de spectacle",90 -F1602,électricité bâtiment
F1602,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -F1602,électricité bâtiment
F1603,43,43 - Travaux de construction spécialisés,43 -F1603,Installation d'équipements sanitaires et thermiques
F1604,30,30 - Fabrication d'autres matériels de transport,30 -F1604,Montage d'agencements
F1604,43,43 - Travaux de construction spécialisés,43 -F1604,Montage d'agencements
F1604,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -F1604,Montage d'agencements
F1605,35,"35 - Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",35 -F1605,Montage de réseaux électriques et télécoms
F1605,43,43 - Travaux de construction spécialisés,43 -F1605,Montage de réseaux électriques et télécoms
F1605,49,49 - Transports terrestres et transport par conduites,49 -F1605,Montage de réseaux électriques et télécoms
F1605,61,61 - Télécommunications,61 -F1605,Montage de réseaux électriques et télécoms
F1606,43,43 - Travaux de construction spécialisés,43 -F1606,Peinture en bâtiment
F1607,43,43 - Travaux de construction spécialisés,43 -F1607,Pose de fermetures menuisées
F1608,43,43 - Travaux de construction spécialisés,43 -F1608,Pose de revêtements rigides
F1609,43,43 - Travaux de construction spécialisés,43 -F1609,Pose de revêtements souples
F1610,43,43 - Travaux de construction spécialisés,43 -F1610,Pose et restauration de couvertures
F1611,43,43 - Travaux de construction spécialisés,43 -F1611,Réalisation et restauration de faà§ades
F1612,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -F1612,Taille et décoration de pierres
F1612,43,43 - Travaux de construction spécialisés,43 -F1612,Taille et décoration de pierres
F1612,96,96 - Autres services personnels,96 -F1612,Taille et décoration de pierres
F1613,43,43 - Travaux de construction spécialisés,43 -F1613,Travaux d'étanchéité et d'isolation
F1701,42,42 - Génie civil,42 -F1701,Construction en béton
F1701,43,43 - Travaux de construction spécialisés,43 -F1701,Construction en béton
F1702,42,42 - Génie civil,42 -F1702,Construction de routes et voies
F1702,49,49 - Transports terrestres et transport par conduites,49 -F1702,Construction de routes et voies
F1702,50,50 - Transports par eau,50 -F1702,Construction de routes et voies
F1702,52,52 - Entreposage et services auxiliaires des transports,52 -F1702,Construction de routes et voies
F1703,42,42 - Génie civil,42 -F1703,Maà§onnerie
F1703,43,43 - Travaux de construction spécialisés,43 -F1703,Maà§onnerie
F1704,42,42 - Génie civil,42 -F1704,Préparation du gros oeuvre et des travaux publics
F1704,43,43 - Travaux de construction spécialisés,43 -F1704,Préparation du gros oeuvre et des travaux publics
F1705,35,"35 - Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",35 -F1705,Pose de canalisations
F1705,36,"36 - Captage, traitement et distribution d'eau",36 -F1705,Pose de canalisations
F1705,42,42 - Génie civil,42 -F1705,Pose de canalisations
F1705,43,43 - Travaux de construction spécialisés,43 -F1705,Pose de canalisations
F1706,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -F1706,Préfabrication en béton industriel
G1101,49,49 - Transports terrestres et transport par conduites,49 -G1101,Accueil touristique
G1101,50,50 - Transports par eau,50 -G1101,Accueil touristique
G1101,51,51 - Transports aériens,51 -G1101,Accueil touristique
G1101,79,"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes",79 -G1101,Accueil touristique
G1102,79,"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes",79 -G1102,Promotion du tourisme local
G1102,84,84 - Administration publique et défense ; sécurité sociale obligatoire,84 -G1102,Promotion du tourisme local
G1102,94,94 - Activités des organisations associatives,94 -G1102,Promotion du tourisme local
G1201,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -G1201,"Accompagnement de voyages, d'activités culturelles ou sportives"
G1201,93,"93 - Activités sportives, récréatives et de loisirs",93 -G1201,"Accompagnement de voyages, d'activités culturelles ou sportives"
G1201,94,94 - Activités des organisations associatives,94 -G1201,"Accompagnement de voyages, d'activités culturelles ou sportives"
G1202,87,87 - Hébergement médico-social et social,87 -G1202,Animation d'activités culturelles ou ludiques
G1202,88,88 - Action sociale sans hébergement,88 -G1202,Animation d'activités culturelles ou ludiques
G1202,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -G1202,Animation d'activités culturelles ou ludiques
G1202,94,94 - Activités des organisations associatives,94 -G1202,Animation d'activités culturelles ou ludiques
G1203,87,87 - Hébergement médico-social et social,87 -G1203,Animation de loisirs auprès d'enfants ou d'adolescents
G1203,88,88 - Action sociale sans hébergement,88 -G1203,Animation de loisirs auprès d'enfants ou d'adolescents
G1203,93,"93 - Activités sportives, récréatives et de loisirs",93 -G1203,Animation de loisirs auprès d'enfants ou d'adolescents
G1203,94,94 - Activités des organisations associatives,94 -G1203,Animation de loisirs auprès d'enfants ou d'adolescents
G1204,87,87 - Hébergement médico-social et social,87 -G1204,éducation en activités sportives
G1204,88,88 - Action sociale sans hébergement,88 -G1204,éducation en activités sportives
G1204,93,"93 - Activités sportives, récréatives et de loisirs",93 -G1204,éducation en activités sportives
G1204,94,94 - Activités des organisations associatives,94 -G1204,éducation en activités sportives
G1205,90,"90 - Activités créatives, artistiques et de spectacle",90 -G1205,Personnel d'attractions ou de structures de loisirs
G1205,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -G1205,Personnel d'attractions ou de structures de loisirs
G1205,93,"93 - Activités sportives, récréatives et de loisirs",93 -G1205,Personnel d'attractions ou de structures de loisirs
G1206,50,50 - Transports par eau,50 -G1206,Personnel technique des jeux
G1206,92,92 - Organisation de jeux de hasard et d'argent,92 -G1206,Personnel technique des jeux
G1301,79,"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes",79 -G1301,Conception de produits touristiques
G1302,49,49 - Transports terrestres et transport par conduites,49 -G1302,Optimisation de produits touristiques
G1302,50,50 - Transports par eau,50 -G1302,Optimisation de produits touristiques
G1302,51,51 - Transports aériens,51 -G1302,Optimisation de produits touristiques
G1302,79,"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes",79 -G1302,Optimisation de produits touristiques
G1303,49,49 - Transports terrestres et transport par conduites,49 -G1303,Vente de voyages
G1303,50,50 - Transports par eau,50 -G1303,Vente de voyages
G1303,51,51 - Transports aériens,51 -G1303,Vente de voyages
G1303,79,"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes",79 -G1303,Vente de voyages
G1401,55,55 - Hébergement,55 -G1401,Assistance de direction d'hôtel-restaurant
G1401,56,56 - Restauration,56 -G1401,Assistance de direction d'hôtel-restaurant
G1402,55,55 - Hébergement,55 -G1402,Management d'hôtel-restaurant
G1402,56,56 - Restauration,56 -G1402,Management d'hôtel-restaurant
G1403,55,55 - Hébergement,55 -G1403,Gestion de structure de loisirs ou d'hébergement touristique
G1403,92,92 - Organisation de jeux de hasard et d'argent,92 -G1403,Gestion de structure de loisirs ou d'hébergement touristique
G1403,93,"93 - Activités sportives, récréatives et de loisirs",93 -G1403,Gestion de structure de loisirs ou d'hébergement touristique
G1404,56,56 - Restauration,56 -G1404,Management d'établissement de restauration collective
G1501,55,55 - Hébergement,55 -G1501,Personnel d'étage
G1501,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -G1501,Personnel d'étage
G1502,55,55 - Hébergement,55 -G1502,Personnel polyvalent d'hôtellerie
G1503,55,55 - Hébergement,55 -G1503,Management du personnel d'étage
G1601,10,10 - Industries alimentaires,10 -G1601,Management du personnel de cuisine
G1601,56,56 - Restauration,56 -G1601,Management du personnel de cuisine
G1602,10,10 - Industries alimentaires,10 -G1602,Personnel de cuisine
G1602,56,56 - Restauration,56 -G1602,Personnel de cuisine
G1602,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -G1602,Personnel de cuisine
G1603,56,56 - Restauration,56 -G1603,Personnel polyvalent en restauration
G1604,56,56 - Restauration,56 -G1604,Fabrication de crêpes ou pizzas
G1605,56,56 - Restauration,56 -G1605,Plonge en restauration
G1701,55,55 - Hébergement,55 -G1701,Conciergerie en hôtellerie
G1702,55,55 - Hébergement,55 -G1702,Personnel du hall
G1702,56,56 - Restauration,56 -G1702,Personnel du hall
G1702,92,92 - Organisation de jeux de hasard et d'argent,92 -G1702,Personnel du hall
G1702,93,"93 - Activités sportives, récréatives et de loisirs",93 -G1702,Personnel du hall
G1702,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -G1702,Personnel du hall
G1703,55,55 - Hébergement,55 -G1703,Réception en hôtellerie
G1801,56,56 - Restauration,56 -G1801,"Café, bar brasserie"
G1801,92,92 - Organisation de jeux de hasard et d'argent,92 -G1801,"Café, bar brasserie"
G1802,56,56 - Restauration,56 -G1802,Management du service en restauration
G1802,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -G1802,Management du service en restauration
G1803,55,55 - Hébergement,55 -G1803,Service en restauration
G1803,56,56 - Restauration,56 -G1803,Service en restauration
G1803,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -G1803,Service en restauration
G1804,11,11 - Fabrication de boissons,11 -G1804,Sommellerie
G1804,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -G1804,Sommellerie
G1804,56,56 - Restauration,56 -G1804,Sommellerie
H1101,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1101,Assistance et support technique client
H1102,70,70 - Activités des sièges sociaux ; conseil de gestion,70 -H1102,Management et ingénierie d'affaires
H1102,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1102,Management et ingénierie d'affaires
H1201,10,10 - Industries alimentaires,10 -H1201,Expertise technique couleur en industrie
H1201,13,13 - Fabrication de textiles,13 -H1201,Expertise technique couleur en industrie
H1201,15,15 - Industrie du cuir et de la chaussure,15 -H1201,Expertise technique couleur en industrie
H1201,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H1201,Expertise technique couleur en industrie
H1201,20,20 - Industrie chimique,20 -H1201,Expertise technique couleur en industrie
H1201,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H1201,Expertise technique couleur en industrie
H1201,31,31 - Fabrication de meubles,31 -H1201,Expertise technique couleur en industrie
H1202,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H1202,Conception et dessin de produits électriques et électroniques
H1202,27,27 - Fabrication d'équipements électriques,27 -H1202,Conception et dessin de produits électriques et électroniques
H1202,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1202,Conception et dessin de produits électriques et électroniques
H1203,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1203,Conception et dessin produits mécaniques
H1204,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -H1204,Design industriel
H1204,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1204,Design industriel
H1205,13,13 - Fabrication de textiles,13 -H1205,études - modèles en industrie des matériaux souples
H1205,14,14 - Industrie de l'habillement,14 -H1205,études - modèles en industrie des matériaux souples
H1205,15,15 - Industrie du cuir et de la chaussure,15 -H1205,études - modèles en industrie des matériaux souples
H1206,70,70 - Activités des sièges sociaux ; conseil de gestion,70 -H1206,"Management et ingénierie études, recherche et développement industriel"
H1206,72,72 - Recherche-développement scientifique,72 -H1206,"Management et ingénierie études, recherche et développement industriel"
H1206,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1206,"Management et ingénierie études, recherche et développement industriel"
H1207,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1207,Rédaction technique
H1208,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1208,Intervention technique en études et conception en automatisme
H1209,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H1209,Intervention technique en études et développement électronique
H1209,27,27 - Fabrication d'équipements électriques,27 -H1209,Intervention technique en études et développement électronique
H1209,61,61 - Télécommunications,61 -H1209,Intervention technique en études et développement électronique
H1209,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1209,Intervention technique en études et développement électronique
H1210,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1210,"Intervention technique en études, recherche et développement"
H1301,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1301,Inspection de conformité
H1301,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -H1301,Inspection de conformité
H1301,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1301,Inspection de conformité
H1302,38,"38 - Collecte, traitement et élimination des déchets ; récupération",38 -H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels
H1302,39,39 - Dépollution et autres services de gestion des déchets,39 -H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels
H1302,70,70 - Activités des sièges sociaux ; conseil de gestion,70 -H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels
H1302,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels
H1302,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels
H1303,38,"38 - Collecte, traitement et élimination des déchets ; récupération",38 -H1303,Intervention technique en Hygiène Sécurité Environnement  -HSE- industriel
H1303,39,39 - Dépollution et autres services de gestion des déchets,39 -H1303,Intervention technique en Hygiène Sécurité Environnement  -HSE- industriel
H1303,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1303,Intervention technique en Hygiène Sécurité Environnement  -HSE- industriel
H1401,70,70 - Activités des sièges sociaux ; conseil de gestion,70 -H1401,Management et ingénierie gestion industrielle et logistique
H1401,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1401,Management et ingénierie gestion industrielle et logistique
H1402,70,70 - Activités des sièges sociaux ; conseil de gestion,70 -H1402,Management et ingénierie méthodes et industrialisation
H1402,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1402,Management et ingénierie méthodes et industrialisation
H1403,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1403,Intervention technique en gestion industrielle et logistique
H1404,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1404,Intervention technique en méthodes et industrialisation
H1501,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1501,Direction de laboratoire d'analyse industrielle
H1501,72,72 - Recherche-développement scientifique,72 -H1501,Direction de laboratoire d'analyse industrielle
H1502,70,70 - Activités des sièges sociaux ; conseil de gestion,70 -H1502,Management et ingénierie qualité industrielle
H1502,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1502,Management et ingénierie qualité industrielle
H1503,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1503,Intervention technique en laboratoire d'analyse industrielle
H1503,72,72 - Recherche-développement scientifique,72 -H1503,Intervention technique en laboratoire d'analyse industrielle
H1504,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H1504,Intervention technique en contrôle essai qualité en électricité et électronique
H1504,27,27 - Fabrication d'équipements électriques,27 -H1504,Intervention technique en contrôle essai qualité en électricité et électronique
H1504,61,61 - Télécommunications,61 -H1504,Intervention technique en contrôle essai qualité en électricité et électronique
H1504,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1504,Intervention technique en contrôle essai qualité en électricité et électronique
H1505,10,10 - Industries alimentaires,10 -H1505,Intervention technique en formulation et analyse sensorielle
H1505,11,11 - Fabrication de boissons,11 -H1505,Intervention technique en formulation et analyse sensorielle
H1505,20,20 - Industrie chimique,20 -H1505,Intervention technique en formulation et analyse sensorielle
H1505,72,72 - Recherche-développement scientifique,72 -H1505,Intervention technique en formulation et analyse sensorielle
H1506,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -H1506,Intervention technique qualité en mécanique et travail des métaux
H1506,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H1506,Intervention technique qualité en mécanique et travail des métaux
H2101,10,10 - Industries alimentaires,10 -H2101,Abattage et découpe des viandes
H2102,10,10 - Industries alimentaires,10 -H2102,Conduite d'équipement de production alimentaire
H2102,11,11 - Fabrication de boissons,11 -H2102,Conduite d'équipement de production alimentaire
H2201,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2201,Assemblage d'ouvrages en bois
H2201,31,31 - Fabrication de meubles,31 -H2201,Assemblage d'ouvrages en bois
H2202,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2202,Conduite d'équipement de fabrication de l'ameublement et du bois
H2202,31,31 - Fabrication de meubles,31 -H2202,Conduite d'équipement de fabrication de l'ameublement et du bois
H2203,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2203,Conduite d'installation de production de panneaux bois
H2204,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2204,Encadrement des industries de l'ameublement et du bois
H2204,31,31 - Fabrication de meubles,31 -H2204,Encadrement des industries de l'ameublement et du bois
H2205,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2205,Première transformation de bois d'oeuvre
H2206,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2206,Réalisation de menuiserie bois et tonnellerie
H2206,43,43 - Travaux de construction spécialisés,43 -H2206,Réalisation de menuiserie bois et tonnellerie
H2207,31,31 - Fabrication de meubles,31 -H2207,Réalisation de meubles en bois
H2208,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2208,Réalisation d'ouvrages décoratifs en bois
H2208,32,32 - Autres industries manufacturières,32 -H2208,Réalisation d'ouvrages décoratifs en bois
H2209,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -H2209,Intervention technique en ameublement et bois
H2209,31,31 - Fabrication de meubles,31 -H2209,Intervention technique en ameublement et bois
H2301,20,20 - Industrie chimique,20 -H2301,Conduite d'équipement de production chimique ou pharmaceutique
H2301,21,21 - Industrie pharmaceutique,21 -H2301,Conduite d'équipement de production chimique ou pharmaceutique
H2401,15,15 - Industrie du cuir et de la chaussure,15 -H2401,"Assemblage - montage d'articles en cuirs, peaux"
H2402,13,13 - Fabrication de textiles,13 -H2402,Assemblage - montage de vêtements et produits textiles
H2402,14,14 - Industrie de l'habillement,14 -H2402,Assemblage - montage de vêtements et produits textiles
H2402,15,15 - Industrie du cuir et de la chaussure,15 -H2402,Assemblage - montage de vêtements et produits textiles
H2403,13,13 - Fabrication de textiles,13 -H2403,Conduite de machine de fabrication de produits textiles
H2404,13,13 - Fabrication de textiles,13 -H2404,Conduite de machine de production et transformation des fils
H2405,13,13 - Fabrication de textiles,13 -H2405,Conduite de machine de textiles nontissés
H2406,13,13 - Fabrication de textiles,13 -H2406,Conduite de machine de traitement textile
H2407,15,15 - Industrie du cuir et de la chaussure,15 -H2407,Conduite de machine de transformation et de finition des cuirs et peaux
H2408,13,13 - Fabrication de textiles,13 -H2408,Conduite de machine d'impression textile
H2409,14,14 - Industrie de l'habillement,14 -H2409,"Coupe cuir, textile et matériaux souples"
H2409,15,15 - Industrie du cuir et de la chaussure,15 -H2409,"Coupe cuir, textile et matériaux souples"
H2410,13,13 - Fabrication de textiles,13 -H2410,"Mise en forme, repassage et finitions en industrie textile"
H2410,14,14 - Industrie de l'habillement,14 -H2410,"Mise en forme, repassage et finitions en industrie textile"
H2411,13,13 - Fabrication de textiles,13 -H2411,Montage de prototype cuir et matériaux souples
H2411,14,14 - Industrie de l'habillement,14 -H2411,Montage de prototype cuir et matériaux souples
H2411,15,15 - Industrie du cuir et de la chaussure,15 -H2411,Montage de prototype cuir et matériaux souples
H2411,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -H2411,Montage de prototype cuir et matériaux souples
H2412,14,14 - Industrie de l'habillement,14 -H2412,Patronnage - gradation
H2412,15,15 - Industrie du cuir et de la chaussure,15 -H2412,Patronnage - gradation
H2412,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -H2412,Patronnage - gradation
H2413,13,13 - Fabrication de textiles,13 -H2413,"Préparation de fils, montage de métiers textiles"
H2414,14,14 - Industrie de l'habillement,14 -H2414,Préparation et finition d'articles en cuir et matériaux souples
H2414,15,15 - Industrie du cuir et de la chaussure,15 -H2414,Préparation et finition d'articles en cuir et matériaux souples
H2415,13,13 - Fabrication de textiles,13 -H2415,Contrôle en industrie du cuir et du textile
H2415,14,14 - Industrie de l'habillement,14 -H2415,Contrôle en industrie du cuir et du textile
H2415,15,15 - Industrie du cuir et de la chaussure,15 -H2415,Contrôle en industrie du cuir et du textile
H2501,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2501,Encadrement de production de matériel électrique et électronique
H2501,27,27 - Fabrication d'équipements électriques,27 -H2501,Encadrement de production de matériel électrique et électronique
H2501,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2501,Encadrement de production de matériel électrique et électronique
H2501,29,29 - Industrie automobile,29 -H2501,Encadrement de production de matériel électrique et électronique
H2501,30,30 - Fabrication d'autres matériels de transport,30 -H2501,Encadrement de production de matériel électrique et électronique
H2501,33,33 - Réparation et installation de machines et d'équipements,33 -H2501,Encadrement de production de matériel électrique et électronique
H2502,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-H2502,Management et ingénierie de production
H2503,24,24 - Métallurgie,24 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,27,27 - Fabrication d'équipements électriques,27 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,28,28 - Fabrication de machines et équipements n.c.a.,28 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,29,29 - Industrie automobile,29 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,30,30 - Fabrication d'autres matériels de transport,30 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2503,32,32 - Autres industries manufacturières,32 -H2503,Pilotage d'unité élémentaire de production mécanique ou de travail des métaux
H2504,10,10 - Industries alimentaires,10 -H2504,Encadrement d'équipe en industrie de transformation
H2504,11,11 - Fabrication de boissons,11 -H2504,Encadrement d'équipe en industrie de transformation
H2504,12,12 - Fabrication de produits à  base de tabac,12 -H2504,Encadrement d'équipe en industrie de transformation
H2504,17,17 - Industrie du papier et du carton,17 -H2504,Encadrement d'équipe en industrie de transformation
H2504,19,19 - Cokéfaction et raffinage,19 -H2504,Encadrement d'équipe en industrie de transformation
H2504,20,20 - Industrie chimique,20 -H2504,Encadrement d'équipe en industrie de transformation
H2504,21,21 - Industrie pharmaceutique,21 -H2504,Encadrement d'équipe en industrie de transformation
H2504,22,22 - Fabrication de produits en caoutchouc et en plastique,22 -H2504,Encadrement d'équipe en industrie de transformation
H2504,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -H2504,Encadrement d'équipe en industrie de transformation
H2505,13,13 - Fabrication de textiles,13 -H2505,Encadrement d'équipe ou d'atelier en matériaux souples
H2505,14,14 - Industrie de l'habillement,14 -H2505,Encadrement d'équipe ou d'atelier en matériaux souples
H2505,15,15 - Industrie du cuir et de la chaussure,15 -H2505,Encadrement d'équipe ou d'atelier en matériaux souples
H2505,96,96 - Autres services personnels,96 -H2505,Encadrement d'équipe ou d'atelier en matériaux souples
H2601,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -H2601,Bobinage électrique
H2601,27,27 - Fabrication d'équipements électriques,27 -H2601,Bobinage électrique
H2602,24,24 - Métallurgie,24 -H2602,Câblage électrique et électromécanique
H2602,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -H2602,Câblage électrique et électromécanique
